592,2.49E-01,1.64E-01,9.15E-02,6.11E-02,4.18E-01,2.80E-01,1.91E-01,1.24E-01
593,2.45E-01,1.63E-01,9.01E-02,5.93E-02,4.15E-01,2.78E-01,1.89E-01,1.22E-01
594,2.43E-01,1.60E-01,8.93E-02,5.91E-02,4.15E-01,2.77E-01,1.91E-01,1.23E-01
595,2.39E-01,1.58E-01,8.96E-02,5.91E-02,4.11E-01,2.75E-01,1.89E-01,1.22E-01
596,2.37E-01,1.59E-01,9.04E-02,5.89E-02,4.10E-01,2.74E-01,1.86E-01,1.20E-01
597,2.36E-01,1.56E-01,8.76E-02,5.83E-02,4.08E-01,2.72E-01,1.85E-01,1.20E-01
598,2.36E-01,1.54E-01,8.63E-02,5.90E-02,4.07E-01,2.72E-01,1.85E-01,1.21E-01
599,2.34E-01,1.54E-01,8.65E-02,6.02E-02,4.05E-01,2.70E-01,1.85E-01,1.21E-01
600,2.33E-01,1.55E-01,8.71E-02,5.81E-02,4.04E-01,2.70E-01,1.83E-01,1.19E-01
601,2.32E-01,1.52E-01,8.50E-02,5.67E-02,4.03E-01,2.67E-01,1.81E-01,1.18E-01
602,2.30E-01,1.50E-01,8.36E-02,5.84E-02,4.01E-01,2.64E-01,1.81E-01,1.20E-01
603,2.27E-01,1.51E-01,8.52E-02,5.93E-02,4.00E-01,2.64E-01,1.80E-01,1.19E-01
604,2.25E-01,1.50E-01,8.44E-02,5.71E-02,3.98E-01,2.65E-01,1.79E-01,1.18E-01
605,2.24E-01,1.49E-01,8.22E-02,5.69E-02,3.97E-01,2.63E-01,1.78E-01,1.17E-01
606,2.25E-01,1.48E-01,8.35E-02,5.85E-02,3.97E-01,2.60E-01,1.78E-01,1.18E-01
607,2.23E-01,1.47E-01,8.41E-02,5.83E-02,3.93E-01,2.60E-01,1.76E-01,1.16E-01
608,2.22E-01,1.47E-01,8.30E-02,5.73E-02,3.91E-01,2.60E-01,1.76E-01,1.16E-01
609,2.21E-01,1.47E-01,8.28E-02,5.75E-02,3.91E-01,2.59E-01,1.78E-01,1.16E-01
610,2.20E-01,1.47E-01,8.43E-02,5.77E-02,3.91E-01,2.57E-01,1.76E-01,1.15E-01
611,2.19E-01,1.47E-01,8.33E-02,5.79E-02,3.88E-01,2.58E-01,1.75E-01,1.15E-01
612,2.19E-01,1.46E-01,8.27E-02,5.72E-02,3.88E-01,2.57E-01,1.76E-01,1.15E-01
613,2.19E-01,1.44E-01,8.33E-02,5.80E-02,3.89E-01,2.56E-01,1.74E-01,1.15E-01
614,2.18E-01,1.46E-01,8.44E-02,5.77E-02,3.88E-01,2.57E-01,1.73E-01,1.14E-01
615,2.16E-01,1.46E-01,8.35E-02,5.75E-02,3.86E-01,2.55E-01,1.73E-01,1.13E-01
616,2.17E-01,1.43E-01,8.24E-02,5.84E-02,3.87E-01,2.53E-01,1.73E-01,1.14E-01
617,2.17E-01,1.44E-01,8.31E-02,5.85E-02,3.87E-01,2.53E-01,1.73E-01,1.14E-01
618,2.16E-01,1.43E-01,8.33E-02,5.69E-02,3.86E-01,2.54E-01,1.72E-01,1.13E-01
619,2.16E-01,1.42E-01,8.18E-02,5.77E-02,3.86E-01,2.55E-01,1.72E-01,1.14E-01
620,2.17E-01,1.43E-01,8.30E-02,5.94E-02,3.86E-01,2.54E-01,1.72E-01,1.14E-01
