485,2.17E-01,3.13E-01,4.11E-01,5.64E-01,2.61E-01,3.64E-01,4.90E-01,6.47E-01,4.36E-02,7.98E-02,1.37E-01,2.01E-01,4.69E-02,7.91E-02,1.88E-01,2.81E-01
486,2.18E-01,3.14E-01,4.10E-01,5.63E-01,2.61E-01,3.63E-01,4.89E-01,6.48E-01,4.38E-02,8.04E-02,1.37E-01,2.02E-01,4.74E-02,7.96E-02,1.93E-01,2.91E-01
487,2.17E-01,3.13E-01,4.10E-01,5.63E-01,2.61E-01,3.63E-01,4.90E-01,6.48E-01,4.38E-02,8.01E-02,1.36E-01,2.01E-01,4.81E-02,7.97E-02,1.98E-01,2.99E-01
488,2.16E-01,3.12E-01,4.10E-01,5.63E-01,2.61E-01,3.64E-01,4.90E-01,6.46E-01,4.46E-02,8.03E-02,1.37E-01,2.01E-01,4.87E-02,7.99E-02,2.03E-01,3.07E-01
489,2.17E-01,3.13E-01,4.10E-01,5.63E-01,2.60E-01,3.63E-01,4.90E-01,6.47E-01,4.48E-02,8.06E-02,1.37E-01,2.01E-01,4.93E-02,8.04E-02,2.09E-01,3.16E-01
490,2.17E-01,3.12E-01,4.10E-01,5.63E-01,2.60E-01,3.64E-01,4.89E-01,6.47E-01,4.50E-02,8.10E-02,1.37E-01,2.02E-01,4.99E-02,8.08E-02,2.15E-01,3.26E-01
491,2.16E-01,3.12E-01,4.09E-01,5.62E-01,2.60E-01,3.63E-01,4.90E-01,6.48E-01,4.53E-02,8.09E-02,1.38E-01,2.02E-01,5.06E-02,8.13E-02,2.21E-01,3.37E-01
492,2.17E-01,3.13E-01,4.09E-01,5.63E-01,2.60E-01,3.63E-01,4.90E-01,6.48E-01,4.56E-02,8.13E-02,1.38E-01,2.02E-01,5.10E-02,8.13E-02,2.27E-01,3.48E-01
493,2.17E-01,3.11E-01,4.09E-01,5.61E-01,2.60E-01,3.62E-01,4.90E-01,6.48E-01,4.61E-02,8.16E-02,1.39E-01,2.03E-01,5.20E-02,8.21E-02,2.32E-01,3.58E-01
494,2.16E-01,3.11E-01,4.08E-01,5.61E-01,2.60E-01,3.63E-01,4.90E-01,6.47E-01,4.66E-02,8.23E-02,1.39E-01,2.03E-01,5.30E-02,8.29E-02,2.39E-01,3.70E-01
495,2.16E-01,3.10E-01,4.08E-01,5.60E-01,2.60E-01,3.61E-01,4.89E-01,6.47E-01,4.72E-02,8.28E-02,1.40E-01,2.04E-01,5.40E-02,8.37E-02,2.45E-01,3.82E-01
496,2.16E-01,3.11E-01,4.07E-01,5.61E-01,2.58E-01,3.61E-01,4.89E-01,6.46E-01,4.79E-02,8.33E-02,1.41E-01,2.05E-01,5.53E-02,8.49E-02,2.51E-01,3.94E-01
497,2.15E-01,3.10E-01,4.07E-01,5.61E-01,2.59E-01,3.62E-01,4.89E-01,6.47E-01,4.86E-02,8.43E-02,1.42E-01,2.06E-01,5.64E-02,8.62E-02,2.57E-01,4.05E-01
498,2.15E-01,3.10E-01,4.05E-01,5.60E-01,2.59E-01,3.60E-01,4.88E-01,6.47E-01,4.95E-02,8.55E-02,1.44E-01,2.07E-01,5.79E-02,8.80E-02,2.63E-01,4.18E-01
499,2.15E-01,3.10E-01,4.05E-01,5.59E-01,2.58E-01,3.60E-01,4.88E-01,6.46E-01,5.05E-02,8.67E-02,1.46E-01,2.10E-01,5.93E-02,8.99E-02,2.69E-01,4.31E-01
500,2.14E-01,3.09E-01,4.05E-01,5.59E-01,2.58E-01,3.59E-01,4.88E-01,6.47E-01,5.17E-02,8.84E-02,1.48E-01,2.12E-01,6.16E-02,9.19E-02,2.76E-01,4.44E-01
501,2.14E-01,3.08E-01,4.04E-01,5.59E-01,2.57E-01,3.59E-01,4.87E-01,6.45E-01,5.29E-02,9.06E-02,1.50E-01,2.14E-01,6.37E-02,9.47E-02,2.82E-01,4.57E-01
